STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS
USC00041779,"CLAREMONT POMONA COL, CA US",1897-10-24,,,8.9,,,,18.9,8.9,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-10-25,,,0,,,,18.3,4.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-10-26,,,0,,,,20,5.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-10-27,,,0,,,,21.7,7.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-10-28,,,0,,,,21.7,7.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-10-29,,,0,,,,22.2,6.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-10-30,,,0,,,,21.1,6.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-10-31,,,0,,,,23.3,6.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-01,,,0,,,,28.3,11.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-02,,,0,,,,24.4,9.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-03,,,0,,,,23.3,10,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-04,,,0,,,,21.1,8.9,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-05,,,0,,,,20,7.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-06,,,0,,,,19.4,4.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-07,,,0,,,,20.6,2.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-08,,,0,,,,20.6,0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-09,,,0,,,,22.8,0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-10,,,0,,,,22.2,6.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-11,,,0,,,,23.9,9.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-12,,,0,,,,21.1,9.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-13,,,0,,,,17.2,2.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-14,,,0,,,,20.6,2.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-15,,,0,,,,19.4,2.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-16,,,0,,,,23.3,2.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-17,,,0,,,,25.6,5.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-18,,,0,,,,28.9,8.3,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-19,,,0,,,,26.7,8.3,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-20,,,0,,,,23.9,8.9,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-21,,,0,,,,25,8.3,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-22,,,0,,,,27.2,8.9,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-23,,,0,,,,23.3,8.9,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-24,,,11.9,,,,21.1,5.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-25,,,0,,,,13.9,1.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-26,,,0,,,,16.7,1.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-27,,,0,,,,16.7,0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-28,,,0,,,,18.3,3.3,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-29,,,0,,,,21.1,5,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-11-30,,,0,,,,22.2,6.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-01,,,0,,,,20,5.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-02,,,0,,,,13.9,1.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-03,,,0,,,,14.4,0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-04,,,0,,,,17.8,-2.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-05,,,0,,,,19.4,0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-06,,,0,,,,17.2,1.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-07,,,0,,,,20,2.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-08,,,0,,,,19.4,5,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-09,,,0,,,,17.8,2.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-10,,,0,,,,20.6,5,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-11,,,0,,,,18.9,5,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-12,,,0,,,,23.9,6.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-13,,,0,,,,22.2,6.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-14,,,6.6,,,,14.4,3.9,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-15,,,0,,,,13.3,0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-16,,,2,,,,12.2,-0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-17,,,0,,,,12.2,-0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-18,,,9.4,,,,10.6,0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-19,,,0,,,,10,-2.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-20,,,0,,,,10,-3.9,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-21,,,0,,,,10.6,-2.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-22,,,0,,,,13.3,-1.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-23,,,0,,,,15,-0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-24,,,0,,,,14.4,-0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-25,,,0,,,,11.7,0,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-26,,,0,,,,22.2,1.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-27,,,0,,,,25,4.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-28,,,0,,,,26.7,5,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-29,,,0,,,,26.7,3.9,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-30,,,0,,,,24.4,4.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1897-12-31,,,0,,,,26.1,4.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-01,,,0,,,,24.4,5.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-02,,,0,,,,25.6,5.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-03,,,7.1,,,,16.7,4.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-04,,,0,,,,16.1,7.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-05,,,0,,,,17.8,3.3,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-06,,,4.1,,,,13.3,2.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-07,,,0.5,,,,14.4,6.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-08,,,0,,,,16.1,3.9,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-09,,,19.6,,,,11.1,6.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-10,,,11.7,,,,7.8,-0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-11,,,0,,,,7.8,-2.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-12,,,12.2,,,,10,1.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-13,,,0,,,,11.1,-1.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-14,,,0,,,,12.2,-1.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-15,,,0,,,,13.3,0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-16,,,0,,,,14.4,0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-17,,,0,,,,11.7,-0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-18,,,0,,,,13.9,0,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-19,,,0,,,,13.9,-0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-20,,,0,,,,12.2,0,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-21,,,0,,,,12.8,-0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-22,,,3,,,,12.2,-1.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-23,,,0,,,,10.6,2.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-24,,,0,,,,8.9,-3.3,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-25,,,0,,,,10.6,-1.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-26,,,0,,,,12.2,-3.3,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-27,,,0,,,,15.6,-2.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-28,,,0,,,,13.9,3.9,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-29,,,0,,,,15.6,0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-30,,,0,,,,19.4,-1.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-01-31,,,0,,,,18.9,0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-01,,,0,,,,19.4,3.3,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-02,,,0,,,,23.9,5,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-03,,,0,,,,22.8,5,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-04,,,0,,,,22.8,3.9,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-05,,,0,,,,21.7,6.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-06,,,1,,,,17.8,4.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-07,,,17.5,,,,15.6,7.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-08,,,0,,,,15.6,6.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-09,,,0,,,,17.8,2.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-10,,,0,,,,17.8,2.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-11,,,0,,,,20.6,1.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-12,,,0,,,,21.7,2.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-13,,,0,,,,24.4,6.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-14,,,0,,,,26.1,10,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-15,,,0,,,,26.7,7.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-16,,,0,,,,13.9,2.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-17,,,0,,,,14.4,5.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-18,,,1.5,,,,15.6,6.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-19,,,0,,,,20,3.3,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-20,,,0,,,,21.7,5,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-21,,,0.5,,,,16.1,1.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-22,,,0,,,,18.3,5.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-23,,,0.3,,,,15.6,2.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-24,,,4.3,,,,16.7,6.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-25,,,0,,,,17.2,8.3,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-26,,,0,,,,19.4,5.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-27,,,0,,,,22.8,6.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-02-28,,,0,,,,22.8,6.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-01,,,0,,,,25.6,6.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-02,,,0,,,,25,7.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-03,,,0,,,,24.4,10.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-04,,,0,,,,24.4,7.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-05,,,0,,,,21.1,4.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-06,,,0,,,,22.2,8.3,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-07,,,0,,,,23.9,6.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-08,,,0,,,,22.2,7.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-09,,,0,,,,15.6,4.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-10,,,11.7,,,,11.7,5.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-11,,,0,,,,18.3,2.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-12,,,0,,,,19.4,3.3,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-13,,,0.8,,,,14.4,7.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-14,,,0,,,,14.4,-2.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-15,,,0,,,,15,0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-16,,,0,,,,13.9,-0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-17,,,8.6,,,,13.9,-0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-18,,,0,,,,13.3,2.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-19,,,0,,,,15.6,-0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-20,,,0,,,,16.7,-0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-21,,,0,,,,16.1,1.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-22,,,0,,,,16.1,-1.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-23,,,0,,,,18.3,-1.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-24,,,0,,,,19.4,0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-25,,,0,,,,14.4,2.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-26,,,9.4,,,,13.9,1.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-27,,,0,,,,17.2,-0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-28,,,0,,,,20.6,0.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-29,,,0,,,,23.9,2.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-30,,,0,,,,23.9,2.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-03-31,,,0,,,,22.8,3.3,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-01,,,0,,,,23.9,4.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-02,,,0,,,,16.1,-1.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-03,,,0,,,,18.3,1.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-04,,,0,,,,25,3.3,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-05,,,0,,,,25.6,8.3,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-06,,,0,,,,18.3,4.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-07,,,0,,,,21.7,8.9,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-08,,,0,,,,25.6,5,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-09,,,0,,,,25.6,6.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-10,,,0,,,,19.4,6.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-11,,,0,,,,29.4,5,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-12,,,0,,,,32.2,10.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-13,,,0,,,,33.3,12.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-14,,,0,,,,28.3,12.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-15,,,0,,,,21.7,10,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-16,,,0,,,,25,10,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-17,,,0,,,,21.1,10,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-18,,,0,,,,22.8,11.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-19,,,0,,,,21.1,10,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-20,,,0,,,,17.8,10.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-21,,,0,,,,21.7,9.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-22,,,0,,,,27.8,11.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-23,,,0,,,,32.2,15.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-24,,,0,,,,36.7,21.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-25,,,0,,,,37.2,21.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-26,,,0,,,,35,21.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-27,,,0,,,,27.8,10,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-28,,,1,,,,23.3,9.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-29,,,1.8,,,,21.1,9.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-04-30,,,15.7,,,,18.9,8.9,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-01,,,7.1,,,,15.6,7.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-02,,,0,,,,18.3,6.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-03,,,0,,,,18.3,5,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-04,,,0,,,,18.3,10,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-05,,,0,,,,23.9,6.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-06,,,0,,,,23.9,7.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-07,,,0,,,,19.4,8.3,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-08,,,0,,,,22.8,10.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-09,,,0,,,,27.8,8.3,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-10,,,0,,,,32.2,10,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-11,,,0,,,,31.1,10,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-12,,,0,,,,31.1,7.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-13,,,0,,,,23.3,7.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-14,,,35.3,,,,20,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-15,,,0,,,,20,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-16,,,0,,,,16.7,6.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-17,,,0,,,,20.6,10,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-18,,,3.3,,,,16.1,11.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-19,,,1.3,,,,15,10,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-20,,,0,,,,23.3,7.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-21,,,0,,,,26.1,7.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-22,,,0,,,,24.4,7.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-23,,,0,,,,21.1,5.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-24,,,0,,,,25.6,10,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-25,,,0,,,,27.8,15.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-26,,,0,,,,26.1,15,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-27,,,0,,,,23.3,10,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-28,,,0,,,,23.9,12.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-29,,,0,,,,21.1,10,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-30,,,0,,,,20.6,9.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-05-31,,,0,,,,23.9,10,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-01,,,0,,,,24.4,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-02,,,0,,,,27.8,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-03,,,0,,,,33.3,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-04,,,0,,,,34.4,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-05,,,0,,,,35,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-06,,,0,,,,32.8,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-07,,,0,,,,29.4,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-08,,,0,,,,28.3,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-09,,,0,,,,22.2,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-10,,,0,,,,19.4,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-11,,,0,,,,23.9,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-12,,,0,,,,27.2,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-13,,,0,,,,25.6,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-14,,,0,,,,26.7,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-15,,,0,,,,26.1,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-16,,,0,,,,32.2,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-17,,,0,,,,32.2,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-18,,,0,,,,31.7,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-19,,,0,,,,30,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-20,,,0,,,,29.4,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-21,,,0,,,,25,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-22,,,0,,,,21.1,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-23,,,0,,,,22.2,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-24,,,0,,,,31.1,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-25,,,0,,,,27.8,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-26,,,0,,,,28.9,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-27,,,0,,,,29.4,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-28,,,0,,,,30.6,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-29,,,0,,,,31.1,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-06-30,,,0,,,,32.2,,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-01,,,0,,,,28.9,10,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-02,,,0,,,,28.3,9.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-03,,,0,,,,31.7,12.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-04,,,0,,,,30,11.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-05,,,0,,,,28.9,10,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-06,,,0,,,,31.1,10,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-07,,,0,,,,31.7,12.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-08,,,0,,,,33.3,11.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-09,,,0,,,,31.1,14.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-10,,,0,,,,33.3,13.9,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-11,,,0,,,,33.3,16.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-12,,,0,,,,35.6,16.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-13,,,0,,,,35,19.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-14,,,0,,,,37.2,16.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-15,,,0,,,,32.2,17.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-16,,,0,,,,31.1,13.9,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-17,,,0,,,,30.6,13.3,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-18,,,0,,,,29.4,12.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-19,,,0,,,,27.8,12.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-20,,,0,,,,26.7,11.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-21,,,0,,,,27.8,10,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-22,,,0,,,,30,11.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-23,,,0,,,,32.2,13.9,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-24,,,0,,,,33.9,13.9,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-25,,,0,,,,36.1,14.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-26,,,0,,,,38.9,16.7,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-27,,,0,,,,35,16.1,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-28,,,0,,,,33.3,15,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-29,,,0,,,,31.1,13.3,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-30,,,0,,,,30.6,15.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-07-31,,,0,,,,30,14.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-08-01,,,,,,,29.4,17.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-08-02,,,,,,,30,17.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-08-03,,,,,,,29.4,18.3,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-08-04,,,,,,,28.9,18.9,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-08-05,,,,,,,29.4,12.2,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-08-06,,,,,,,28.3,15.6,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-08-07,,,,,,,30.6,10,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-08-08,,,,,,,35,12.8,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-08-09,,,,,,,36.1,18.3,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-08-10,,,,,,,38.9,18.3,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-08-11,,,,,,,38.3,19.4,
USC00041779,"CLAREMONT POMONA COL, CA US",1898-08-12,,,,,,,38.9,21.1,
