"Plot Title: 20724110"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20724110, SEN S/N: 20724110, LBL: Gwen (SCC Parking Lot))","Host Connected (LGR S/N: 20724110, SEN S/N: 20724110)","Coupler Attached (LGR S/N: 20724110, SEN S/N: 20724110)","Stopped (LGR S/N: 20724110, SEN S/N: 20724110)","End Of File (LGR S/N: 20724110, SEN S/N: 20724110)"
544,11/25/19 03:45:00 PM,63.282,,,,
545,11/25/19 04:00:00 PM,62.254,,,,
546,11/25/19 04:15:00 PM,61.398,,,,
547,11/25/19 04:30:00 PM,60.539,,,,
548,11/25/19 04:45:00 PM,60.024,,,,
549,11/25/19 05:00:00 PM,60.024,,,,
550,11/25/19 05:15:00 PM,60.195,,,,
551,11/25/19 05:30:00 PM,59.164,,,,
552,11/25/19 05:45:00 PM,59.164,,,,
553,11/25/19 06:00:00 PM,59.508,,,,
554,11/25/19 06:15:00 PM,58.647,,,,
555,11/25/19 06:30:00 PM,58.303,,,,
556,11/25/19 06:45:00 PM,58.476,,,,
557,11/25/19 07:00:00 PM,58.131,,,,
558,11/25/19 07:15:00 PM,57.096,,,,
559,11/25/19 07:30:00 PM,56.230,,,,
560,11/25/19 07:45:00 PM,55.537,,,,
561,11/25/19 08:00:00 PM,54.842,,,,
562,11/25/19 08:15:00 PM,54.322,,,,
563,11/25/19 08:30:00 PM,53.973,,,,
564,11/25/19 08:45:00 PM,53.798,,,,
565,11/25/19 09:00:00 PM,53.623,,,,
566,11/25/19 09:15:00 PM,53.623,,,,
567,11/25/19 09:30:00 PM,53.623,,,,
568,11/25/19 09:45:00 PM,53.274,,,,
569,11/25/19 10:00:00 PM,52.401,,,,
570,11/25/19 10:15:00 PM,52.401,,,,
571,11/25/19 10:30:00 PM,52.401,,,,
572,11/25/19 10:45:00 PM,52.050,,,,
573,11/25/19 11:00:00 PM,51.346,,,,
574,11/25/19 11:15:00 PM,51.346,,,,
575,11/25/19 11:30:00 PM,50.643,,,,
576,11/25/19 11:45:00 PM,50.466,,,,
577,11/26/19 12:00:00 AM,50.113,,,,
578,11/26/19 12:15:00 AM,49.937,,,,
579,11/26/19 12:30:00 AM,49.582,,,,
580,11/26/19 12:45:00 AM,49.582,,,,
581,11/26/19 01:00:00 AM,49.582,,,,
582,11/26/19 01:15:00 AM,50.290,,,,
583,11/26/19 01:30:00 AM,50.819,,,,
584,11/26/19 01:45:00 AM,50.466,,,,
585,11/26/19 02:00:00 AM,50.290,,,,
586,11/26/19 02:15:00 AM,49.937,,,,
587,11/26/19 02:30:00 AM,49.582,,,,
588,11/26/19 02:45:00 AM,50.113,,,,
589,11/26/19 03:00:00 AM,50.466,,,,
590,11/26/19 03:15:00 AM,49.937,,,,
591,11/26/19 03:30:00 AM,49.759,,,,
592,11/26/19 03:45:00 AM,49.050,,,,
593,11/26/19 04:00:00 AM,48.339,,,,
594,11/26/19 04:15:00 AM,47.624,,,,
595,11/26/19 04:30:00 AM,47.088,,,,
596,11/26/19 04:45:00 AM,46.188,,,,
597,11/26/19 05:00:00 AM,45.648,,,,
598,11/26/19 05:15:00 AM,45.648,,,,
599,11/26/19 05:30:00 AM,45.466,,,,
600,11/26/19 05:45:00 AM,44.922,,,,
601,11/26/19 06:00:00 AM,45.286,,,,
602,11/26/19 06:15:00 AM,44.922,,,,
603,11/26/19 06:30:00 AM,45.104,,,,
604,11/26/19 06:45:00 AM,45.286,,,,
605,11/26/19 07:00:00 AM,44.560,,,,
606,11/26/19 07:15:00 AM,45.104,,,,
607,11/26/19 07:30:00 AM,46.369,,,,
608,11/26/19 07:45:00 AM,47.446,,,,
609,11/26/19 08:00:00 AM,49.404,,,,
610,11/26/19 08:15:00 AM,49.759,,,,
611,11/26/19 08:30:00 AM,50.819,,,,
612,11/26/19 08:45:00 AM,51.523,,,,
613,11/26/19 09:00:00 AM,52.401,,,,
614,11/26/19 09:15:00 AM,53.274,,,,
615,11/26/19 09:30:00 AM,54.322,,,,
616,11/26/19 09:45:00 AM,54.842,,,,
617,11/26/19 10:00:00 AM,56.923,,,,
618,11/26/19 10:15:00 AM,56.923,,,,
619,11/26/19 10:30:00 AM,58.303,,,,
620,11/26/19 10:45:00 AM,58.993,,,,
621,11/26/19 11:00:00 AM,60.539,,,,
622,11/26/19 11:15:00 AM,59.851,,,,
623,11/26/19 11:30:00 AM,70.995,,,,
624,11/26/19 11:45:00 AM,78.800,,,,
625,11/26/19 12:00:00 PM,82.508,,,,
626,11/26/19 12:15:00 PM,73.062,,,,
627,11/26/19 12:30:00 PM,78.975,,,,
628,11/26/19 12:45:00 PM,74.271,,,,
629,11/26/19 01:00:00 PM,77.400,,,,
630,11/26/19 01:15:00 PM,71.339,,,,
631,11/26/19 01:30:00 PM,76.876,,,,
632,11/26/19 01:45:00 PM,77.923,,,,
633,11/26/19 02:00:00 PM,78.098,,,,
634,11/26/19 02:15:00 PM,68.077,,,,
635,11/26/19 02:30:00 PM,66.193,,,,
636,11/26/19 02:45:00 PM,65.851,,,,
637,11/26/19 03:00:00 PM,64.652,,,,
638,11/26/19 03:15:00 PM,63.626,,,,
639,11/26/19 03:30:00 PM,62.940,,,,
640,11/26/19 03:45:00 PM,61.398,,,,
641,11/26/19 04:00:00 PM,61.398,,,,
642,11/26/19 04:15:00 PM,60.539,,,,
643,11/26/19 04:30:00 PM,58.303,,,,
644,11/26/19 04:45:00 PM,57.268,,,,
645,11/26/19 05:00:00 PM,56.404,,,,
646,11/26/19 05:15:00 PM,56.750,,,,
647,11/26/19 05:30:00 PM,56.750,,,,
648,11/26/19 05:45:00 PM,56.057,,,,
649,11/26/19 06:00:00 PM,55.017,,,,
650,11/26/19 06:15:00 PM,55.364,,,,
651,11/26/19 06:30:00 PM,54.842,,,,
652,11/26/19 06:45:00 PM,54.842,,,,
653,11/26/19 07:00:00 PM,54.147,,,,
654,11/26/19 07:15:00 PM,53.798,,,,
655,11/26/19 07:30:00 PM,53.623,,,,
656,11/26/19 07:45:00 PM,53.449,,,,
657,11/26/19 08:00:00 PM,53.274,,,,
658,11/26/19 08:15:00 PM,53.100,,,,
659,11/26/19 08:30:00 PM,52.925,,,,
660,11/26/19 08:45:00 PM,52.401,,,,
661,11/26/19 09:00:00 PM,51.874,,,,
662,11/26/19 09:15:00 PM,51.346,,,,
663,11/26/19 09:30:00 PM,51.172,,,,
664,11/26/19 09:45:00 PM,50.819,,,,
665,11/26/19 10:00:00 PM,51.172,,,,
666,11/26/19 10:15:00 PM,50.290,,,,
667,11/26/19 10:30:00 PM,49.759,,,,
668,11/26/19 10:45:00 PM,49.050,,,,
669,11/26/19 11:00:00 PM,48.517,,,,
670,11/26/19 11:15:00 PM,48.339,,,,
671,11/26/19 11:30:00 PM,48.160,,,,
672,11/26/19 11:45:00 PM,48.160,,,,
673,11/27/19 12:00:00 AM,47.802,,,,
674,11/27/19 12:15:00 AM,47.624,,,,
675,11/27/19 12:30:00 AM,47.446,,,,
676,11/27/19 12:45:00 AM,47.266,,,,
677,11/27/19 01:00:00 AM,47.446,,,,
678,11/27/19 01:15:00 AM,47.624,,,,
679,11/27/19 01:30:00 AM,48.160,,,,
680,11/27/19 01:45:00 AM,48.871,,,,
681,11/27/19 02:00:00 AM,49.404,,,,
682,11/27/19 02:15:00 AM,49.228,,,,
683,11/27/19 02:30:00 AM,49.404,,,,
684,11/27/19 02:45:00 AM,49.759,,,,
685,11/27/19 03:00:00 AM,50.466,,,,
686,11/27/19 03:15:00 AM,50.113,,,,
687,11/27/19 03:30:00 AM,50.113,,,,
688,11/27/19 03:45:00 AM,50.290,,,,
689,11/27/19 04:00:00 AM,50.466,,,,
690,11/27/19 04:15:00 AM,50.995,,,,
691,11/27/19 04:30:00 AM,51.172,,,,
692,11/27/19 04:45:00 AM,51.172,,,,
693,11/27/19 05:00:00 AM,50.995,,,,
694,11/27/19 05:15:00 AM,50.995,,,,
695,11/27/19 05:30:00 AM,50.290,,,,
696,11/27/19 05:45:00 AM,49.404,,,,
697,11/27/19 06:00:00 AM,49.759,,,,
698,11/27/19 06:15:00 AM,49.759,,,,
699,11/27/19 06:30:00 AM,50.290,,,,
700,11/27/19 06:45:00 AM,50.466,,,,
701,11/27/19 07:00:00 AM,50.643,,,,
702,11/27/19 07:15:00 AM,49.759,,,,
703,11/27/19 07:30:00 AM,49.228,,,,
704,11/27/19 07:45:00 AM,49.050,,,,
705,11/27/19 08:00:00 AM,49.228,,,,
706,11/27/19 08:15:00 AM,49.582,,,,
707,11/27/19 08:30:00 AM,49.582,,,,
708,11/27/19 08:45:00 AM,49.582,,,,
709,11/27/19 09:00:00 AM,49.582,,,,
710,11/27/19 09:15:00 AM,49.582,,,,
711,11/27/19 09:30:00 AM,49.582,,,,
712,11/27/19 09:45:00 AM,49.404,,,,
713,11/27/19 10:00:00 AM,49.582,,,,
714,11/27/19 10:15:00 AM,49.759,,,,
715,11/27/19 10:30:00 AM,49.582,,,,
716,11/27/19 10:45:00 AM,49.228,,,,
717,11/27/19 11:00:00 AM,49.050,,,,
718,11/27/19 11:15:00 AM,49.582,,,,
719,11/27/19 11:30:00 AM,49.050,,,,
720,11/27/19 11:45:00 AM,48.695,,,,
721,11/27/19 12:00:00 PM,47.802,,,,
722,11/27/19 12:15:00 PM,48.160,,,,
723,11/27/19 12:30:00 PM,47.802,,,,
724,11/27/19 12:45:00 PM,47.982,,,,
725,11/27/19 01:00:00 PM,47.802,,,,
726,11/27/19 01:15:00 PM,47.624,,,,
727,11/27/19 01:30:00 PM,47.266,,,,
728,11/27/19 01:45:00 PM,47.446,,,,
729,11/27/19 02:00:00 PM,47.624,,,,
730,11/27/19 02:15:00 PM,46.908,,,,
731,11/27/19 02:30:00 PM,46.728,,,,
732,11/27/19 02:45:00 PM,46.908,,,,
733,11/27/19 03:00:00 PM,47.088,,,,
734,11/27/19 03:15:00 PM,47.088,,,,
735,11/27/19 03:30:00 PM,47.802,,,,
736,11/27/19 03:45:00 PM,47.088,,,,
737,11/27/19 04:00:00 PM,47.266,,,,
738,11/27/19 04:15:00 PM,46.908,,,,
739,11/27/19 04:30:00 PM,46.008,,,,
740,11/27/19 04:45:00 PM,45.466,,,,
741,11/27/19 05:00:00 PM,45.286,,,,
742,11/27/19 05:15:00 PM,45.648,,,,
743,11/27/19 05:30:00 PM,46.008,,,,
744,11/27/19 05:45:00 PM,46.188,,,,
745,11/27/19 06:00:00 PM,46.548,,,,
746,11/27/19 06:15:00 PM,46.548,,,,
747,11/27/19 06:30:00 PM,46.369,,,,
748,11/27/19 06:45:00 PM,46.188,,,,
749,11/27/19 07:00:00 PM,45.828,,,,
750,11/27/19 07:15:00 PM,46.008,,,,
751,11/27/19 07:30:00 PM,46.008,,,,
752,11/27/19 07:45:00 PM,45.648,,,,
753,11/27/19 08:00:00 PM,45.828,,,,
754,11/27/19 08:15:00 PM,46.188,,,,
755,11/27/19 08:30:00 PM,44.195,,,,
756,11/27/19 08:45:00 PM,43.466,,,,
757,11/27/19 09:00:00 PM,43.466,,,,
758,11/27/19 09:15:00 PM,43.466,,,,
759,11/27/19 09:30:00 PM,43.282,,,,
760,11/27/19 09:45:00 PM,42.915,,,,
761,11/27/19 10:00:00 PM,42.732,,,,
762,11/27/19 10:15:00 PM,42.548,,,,
763,11/27/19 10:30:00 PM,42.732,,,,
764,11/27/19 10:45:00 PM,42.732,,,,
765,11/27/19 11:00:00 PM,43.099,,,,
766,11/27/19 11:15:00 PM,43.466,,,,
767,11/27/19 11:30:00 PM,43.648,,,,
768,11/27/19 11:45:00 PM,43.648,,,,
769,11/28/19 12:00:00 AM,43.466,,,,
770,11/28/19 12:15:00 AM,43.648,,,,
771,11/28/19 12:30:00 AM,43.831,,,,
772,11/28/19 12:45:00 AM,43.831,,,,
773,11/28/19 01:00:00 AM,44.013,,,,
774,11/28/19 01:15:00 AM,44.013,,,,
775,11/28/19 01:30:00 AM,44.195,,,,
776,11/28/19 01:45:00 AM,44.195,,,,
777,11/28/19 02:00:00 AM,44.379,,,,
778,11/28/19 02:15:00 AM,44.195,,,,
779,11/28/19 02:30:00 AM,44.195,,,,
780,11/28/19 02:45:00 AM,44.195,,,,
781,11/28/19 03:00:00 AM,44.013,,,,
782,11/28/19 03:15:00 AM,44.195,,,,
783,11/28/19 03:30:00 AM,44.195,,,,
784,11/28/19 03:45:00 AM,44.195,,,,
785,11/28/19 04:00:00 AM,44.195,,,,
786,11/28/19 04:15:00 AM,44.195,,,,
787,11/28/19 04:30:00 AM,44.742,,,,
788,11/28/19 04:45:00 AM,44.922,,,,
789,11/28/19 05:00:00 AM,44.922,,,,
790,11/28/19 05:15:00 AM,44.922,,,,
791,11/28/19 05:30:00 AM,45.104,,,,
792,11/28/19 05:45:00 AM,45.286,,,,
793,11/28/19 06:00:00 AM,45.466,,,,
794,11/28/19 06:15:00 AM,45.648,,,,
795,11/28/19 06:30:00 AM,45.648,,,,
796,11/28/19 06:45:00 AM,46.188,,,,
797,11/28/19 07:00:00 AM,46.728,,,,
798,11/28/19 07:15:00 AM,46.548,,,,
799,11/28/19 07:30:00 AM,45.648,,,,
800,11/28/19 07:45:00 AM,45.466,,,,
801,11/28/19 08:00:00 AM,45.648,,,,
802,11/28/19 08:15:00 AM,45.828,,,,
803,11/28/19 08:30:00 AM,46.008,,,,
804,11/28/19 08:45:00 AM,45.828,,,,
805,11/28/19 09:00:00 AM,45.648,,,,
806,11/28/19 09:15:00 AM,45.286,,,,
807,11/28/19 09:30:00 AM,44.922,,,,
808,11/28/19 09:45:00 AM,44.560,,,,
809,11/28/19 10:00:00 AM,44.379,,,,
810,11/28/19 10:15:00 AM,44.379,,,,
811,11/28/19 10:30:00 AM,44.742,,,,
812,11/28/19 10:45:00 AM,44.560,,,,
813,11/28/19 11:00:00 AM,44.742,,,,
814,11/28/19 11:15:00 AM,44.560,,,,
815,11/28/19 11:30:00 AM,44.560,,,,
816,11/28/19 11:45:00 AM,44.379,,,,
817,11/28/19 12:00:00 PM,44.379,,,,
818,11/28/19 12:15:00 PM,44.013,,,,
819,11/28/19 12:30:00 PM,43.648,,,,
820,11/28/19 12:45:00 PM,42.548,,,,
821,11/28/19 01:00:00 PM,41.254,,,,
822,11/28/19 01:15:00 PM,40.881,,,,
823,11/28/19 01:30:00 PM,40.696,,,,
824,11/28/19 01:45:00 PM,40.321,,,,
825,11/28/19 02:00:00 PM,39.947,,,,
826,11/28/19 02:15:00 PM,39.947,,,,
827,11/28/19 02:30:00 PM,39.760,,,,
828,11/28/19 02:45:00 PM,39.947,,,,
829,11/28/19 03:00:00 PM,40.134,,,,
830,11/28/19 03:15:00 PM,41.254,,,,
831,11/28/19 03:30:00 PM,40.696,,,,
832,11/28/19 03:45:00 PM,40.509,,,,
833,11/28/19 04:00:00 PM,40.321,,,,
834,11/28/19 04:15:00 PM,40.509,,,,
835,11/28/19 04:30:00 PM,40.509,,,,
836,11/28/19 04:45:00 PM,40.509,,,,
837,11/28/19 05:00:00 PM,40.321,,,,
838,11/28/19 05:15:00 PM,40.134,,,,
839,11/28/19 05:30:00 PM,40.134,,,,
840,11/28/19 05:45:00 PM,39.947,,,,
841,11/28/19 06:00:00 PM,39.947,,,,
842,11/28/19 06:15:00 PM,40.134,,,,
843,11/28/19 06:30:00 PM,40.134,,,,
844,11/28/19 06:45:00 PM,40.321,,,,
845,11/28/19 07:00:00 PM,40.321,,,,
846,11/28/19 07:15:00 PM,40.134,,,,
847,11/28/19 07:30:00 PM,39.760,,,,
848,11/28/19 07:45:00 PM,39.573,,,,
849,11/28/19 08:00:00 PM,39.760,,,,
850,11/28/19 08:15:00 PM,40.134,,,,
851,11/28/19 08:30:00 PM,40.321,,,,
852,11/28/19 08:45:00 PM,40.509,,,,
853,11/28/19 09:00:00 PM,40.509,,,,
854,11/28/19 09:15:00 PM,40.696,,,,
855,11/28/19 09:30:00 PM,40.881,,,,
856,11/28/19 09:45:00 PM,41.067,,,,
857,11/28/19 10:00:00 PM,41.067,,,,
858,11/28/19 10:15:00 PM,41.067,,,,
859,11/28/19 10:30:00 PM,41.067,,,,
860,11/28/19 10:45:00 PM,40.696,,,,
861,11/28/19 11:00:00 PM,41.067,,,,
862,11/28/19 11:15:00 PM,41.254,,,,
863,11/28/19 11:30:00 PM,41.254,,,,
864,11/28/19 11:45:00 PM,41.254,,,,
865,11/29/19 12:00:00 AM,41.254,,,,
866,11/29/19 12:15:00 AM,41.254,,,,
867,11/29/19 12:30:00 AM,41.067,,,,
868,11/29/19 12:45:00 AM,41.067,,,,
869,11/29/19 01:00:00 AM,40.696,,,,
870,11/29/19 01:15:00 AM,40.134,,,,
871,11/29/19 01:30:00 AM,39.760,,,,
872,11/29/19 01:45:00 AM,39.196,,,,
873,11/29/19 02:00:00 AM,39.007,,,,
874,11/29/19 02:15:00 AM,39.196,,,,
875,11/29/19 02:30:00 AM,39.384,,,,
876,11/29/19 02:45:00 AM,39.573,,,,
877,11/29/19 03:00:00 AM,39.384,,,,
878,11/29/19 03:15:00 AM,39.384,,,,
879,11/29/19 03:30:00 AM,39.196,,,,
880,11/29/19 03:45:00 AM,38.629,,,,
881,11/29/19 04:00:00 AM,38.440,,,,
882,11/29/19 04:15:00 AM,38.061,,,,
883,11/29/19 04:30:00 AM,37.488,,,,
884,11/29/19 04:45:00 AM,37.107,,,,
885,11/29/19 05:00:00 AM,36.914,,,,
886,11/29/19 05:15:00 AM,36.531,,,,
887,11/29/19 05:30:00 AM,36.531,,,,
888,11/29/19 05:45:00 AM,36.145,,,,
889,11/29/19 06:00:00 AM,35.951,,,,
890,11/29/19 06:15:00 AM,35.758,,,,
891,11/29/19 06:30:00 AM,35.758,,,,
892,11/29/19 06:45:00 AM,35.758,,,,
893,11/29/19 07:00:00 AM,36.145,,,,
894,11/29/19 07:15:00 AM,37.107,,,,
895,11/29/19 07:30:00 AM,37.870,,,,
896,11/29/19 07:45:00 AM,37.870,,,,
897,11/29/19 08:00:00 AM,39.007,,,,
898,11/29/19 08:15:00 AM,41.067,,,,
899,11/29/19 08:30:00 AM,41.810,,,,
900,11/29/19 08:45:00 AM,42.915,,,,
901,11/29/19 09:00:00 AM,43.282,,,,
902,11/29/19 09:15:00 AM,43.466,,,,
903,11/29/19 09:30:00 AM,43.831,,,,
904,11/29/19 09:45:00 AM,44.379,,,,
905,11/29/19 10:00:00 AM,45.648,,,,
906,11/29/19 10:15:00 AM,45.466,,,,
907,11/29/19 10:30:00 AM,45.104,,,,
908,11/29/19 10:45:00 AM,46.008,,,,
909,11/29/19 11:00:00 AM,46.728,,,,
910,11/29/19 11:15:00 AM,47.088,,,,
911,11/29/19 11:30:00 AM,51.699,,,,
912,11/29/19 11:45:00 AM,62.425,,,,
913,11/29/19 12:00:00 PM,53.100,,,,
914,11/29/19 12:15:00 PM,47.624,,,,
915,11/29/19 12:30:00 PM,63.797,,,,
916,11/29/19 12:45:00 PM,55.017,,,,
917,11/29/19 01:00:00 PM,56.577,,,,
918,11/29/19 01:15:00 PM,63.626,,,,
919,11/29/19 01:30:00 PM,64.310,,,,
920,11/29/19 01:45:00 PM,62.425,,,,
921,11/29/19 02:00:00 PM,66.537,,,,
922,11/29/19 02:15:00 PM,54.669,,,,
923,11/29/19 02:30:00 PM,51.874,,,,
924,11/29/19 02:45:00 PM,50.466,,,,
925,11/29/19 03:00:00 PM,48.871,,,,
926,11/29/19 03:15:00 PM,48.160,,,,
927,11/29/19 03:30:00 PM,48.695,,,,
928,11/29/19 03:45:00 PM,49.937,,,,
929,11/29/19 04:00:00 PM,50.819,,,,
930,11/29/19 04:15:00 PM,50.643,,,,
931,11/29/19 04:30:00 PM,49.228,,,,
932,11/29/19 04:45:00 PM,48.517,,,,
933,11/29/19 05:00:00 PM,47.624,,,,
934,11/29/19 05:15:00 PM,47.088,,,,
935,11/29/19 05:30:00 PM,46.908,,,,
936,11/29/19 05:45:00 PM,46.728,,,,
937,11/29/19 06:00:00 PM,46.008,,,,
938,11/29/19 06:15:00 PM,45.286,,,,
939,11/29/19 06:30:00 PM,45.104,,,,
940,11/29/19 06:45:00 PM,45.648,,,,
941,11/29/19 07:00:00 PM,46.188,,,,
942,11/29/19 07:15:00 PM,46.369,,,,
943,11/29/19 07:30:00 PM,46.548,,,,
944,11/29/19 07:45:00 PM,46.369,,,,
945,11/29/19 08:00:00 PM,45.648,,,,
946,11/29/19 08:15:00 PM,45.648,,,,
947,11/29/19 08:30:00 PM,46.008,,,,
948,11/29/19 08:45:00 PM,45.104,,,,
949,11/29/19 09:00:00 PM,44.013,,,,
950,11/29/19 09:15:00 PM,43.466,,,,
951,11/29/19 09:30:00 PM,43.282,,,,
952,11/29/19 09:45:00 PM,42.732,,,,
953,11/29/19 10:00:00 PM,42.179,,,,
954,11/29/19 10:15:00 PM,41.810,,,,
955,11/29/19 10:30:00 PM,41.439,,,,
956,11/29/19 10:45:00 PM,41.254,,,,
957,11/29/19 11:00:00 PM,41.067,,,,
958,11/29/19 11:15:00 PM,40.881,,,,
959,11/29/19 11:30:00 PM,40.881,,,,
960,11/29/19 11:45:00 PM,40.696,,,,
961,11/30/19 12:00:00 AM,40.321,,,,
962,11/30/19 12:15:00 AM,40.321,,,,
963,11/30/19 12:30:00 AM,40.134,,,,
964,11/30/19 12:45:00 AM,40.321,,,,
965,11/30/19 01:00:00 AM,40.881,,,,
966,11/30/19 01:15:00 AM,41.439,,,,
967,11/30/19 01:30:00 AM,41.994,,,,
968,11/30/19 01:45:00 AM,41.625,,,,
969,11/30/19 02:00:00 AM,41.625,,,,
970,11/30/19 02:15:00 AM,41.810,,,,
971,11/30/19 02:30:00 AM,41.439,,,,
972,11/30/19 02:45:00 AM,41.067,,,,
973,11/30/19 03:00:00 AM,41.067,,,,
974,11/30/19 03:15:00 AM,41.625,,,,
975,11/30/19 03:30:00 AM,41.625,,,,
976,11/30/19 03:45:00 AM,41.625,,,,
977,11/30/19 04:00:00 AM,41.439,,,,
978,11/30/19 04:15:00 AM,41.067,,,,
979,11/30/19 04:30:00 AM,40.881,,,,
980,11/30/19 04:45:00 AM,40.881,,,,
981,11/30/19 05:00:00 AM,40.509,,,,
982,11/30/19 05:15:00 AM,39.573,,,,
983,11/30/19 05:30:00 AM,39.384,,,,
984,11/30/19 05:45:00 AM,39.573,,,,
985,11/30/19 06:00:00 AM,39.760,,,,
986,11/30/19 06:15:00 AM,39.760,,,,
987,11/30/19 06:30:00 AM,40.321,,,,
988,11/30/19 06:45:00 AM,40.509,,,,
989,11/30/19 07:00:00 AM,41.067,,,,
990,11/30/19 07:15:00 AM,41.625,,,,
991,11/30/19 07:30:00 AM,42.732,,,,
992,11/30/19 07:45:00 AM,43.831,,,,
993,11/30/19 08:00:00 AM,45.286,,,,
994,11/30/19 08:15:00 AM,46.188,,,,
995,11/30/19 08:30:00 AM,47.088,,,,
996,11/30/19 08:45:00 AM,48.339,,,,
997,11/30/19 09:00:00 AM,48.695,,,,
998,11/30/19 09:15:00 AM,49.404,,,,
999,11/30/19 09:30:00 AM,50.113,,,,
1000,11/30/19 09:45:00 AM,50.643,,,,
1001,11/30/19 10:00:00 AM,51.523,,,,
1002,11/30/19 10:15:00 AM,52.401,,,,
1003,11/30/19 10:30:00 AM,52.401,,,,
1004,11/30/19 10:45:00 AM,53.449,,,,
1005,11/30/19 11:00:00 AM,54.842,,,,
1006,11/30/19 11:15:00 AM,55.017,,,,
1007,11/30/19 11:30:00 AM,57.958,,,,
1008,11/30/19 11:45:00 AM,65.680,,,,
1009,11/30/19 12:00:00 PM,64.652,,,,
1010,11/30/19 12:15:00 PM,63.626,,,,
1011,11/30/19 12:30:00 PM,61.054,,,,
1012,11/30/19 12:45:00 PM,61.227,,,,
1013,11/30/19 01:00:00 PM,58.993,,,,
1014,11/30/19 01:15:00 PM,57.958,,,,
1015,11/30/19 01:30:00 PM,57.614,,,,
1016,11/30/19 01:45:00 PM,57.268,,,,
1017,11/30/19 02:00:00 PM,56.923,,,,
1018,11/30/19 02:15:00 PM,56.750,,,,
1019,11/30/19 02:30:00 PM,57.096,,,,
1020,11/30/19 02:45:00 PM,56.230,,,,
1021,11/30/19 03:00:00 PM,55.711,,,,
1022,11/30/19 03:15:00 PM,55.189,,,,
1023,11/30/19 03:30:00 PM,54.495,,,,
1024,11/30/19 03:45:00 PM,53.623,,,,
1025,11/30/19 04:00:00 PM,53.100,,,,
1026,11/30/19 04:15:00 PM,52.576,,,,
1027,11/30/19 04:30:00 PM,51.699,,,,
1028,11/30/19 04:45:00 PM,51.523,,,,
1029,11/30/19 05:00:00 PM,51.523,,,,
1030,11/30/19 05:15:00 PM,51.523,,,,
1031,11/30/19 05:30:00 PM,52.050,,,,
1032,11/30/19 05:45:00 PM,51.172,,,,
1033,11/30/19 06:00:00 PM,50.643,,,,
1034,11/30/19 06:15:00 PM,50.290,,,,
1035,11/30/19 06:30:00 PM,50.466,,,,
1036,11/30/19 06:45:00 PM,50.290,,,,
1037,11/30/19 07:00:00 PM,50.290,,,,
1038,11/30/19 07:15:00 PM,50.113,,,,
1039,11/30/19 07:30:00 PM,50.290,,,,
1040,11/30/19 07:45:00 PM,50.466,,,,
1041,11/30/19 08:00:00 PM,50.466,,,,
1042,11/30/19 08:15:00 PM,50.643,,,,
1043,11/30/19 08:30:00 PM,50.995,,,,
1044,11/30/19 08:45:00 PM,50.466,,,,
1045,11/30/19 09:00:00 PM,49.759,,,,
1046,11/30/19 09:15:00 PM,49.582,,,,
1047,11/30/19 09:30:00 PM,49.228,,,,
1048,11/30/19 09:45:00 PM,49.582,,,,
1049,11/30/19 10:00:00 PM,49.937,,,,
1050,11/30/19 10:15:00 PM,50.643,,,,
1051,11/30/19 10:30:00 PM,50.819,,,,
1052,11/30/19 10:45:00 PM,50.819,,,,
1053,11/30/19 11:00:00 PM,50.466,,,,
1054,11/30/19 11:15:00 PM,50.466,,,,
1055,11/30/19 11:30:00 PM,50.290,,,,
1056,11/30/19 11:45:00 PM,49.759,,,,
1057,12/01/19 12:00:00 AM,49.759,,,,
1058,12/01/19 12:15:00 AM,49.937,,,,
1059,12/01/19 12:30:00 AM,49.937,,,,
1060,12/01/19 12:45:00 AM,50.113,,,,
1061,12/01/19 01:00:00 AM,50.290,,,,
1062,12/01/19 01:15:00 AM,49.759,,,,
1063,12/01/19 01:30:00 AM,48.339,,,,
1064,12/01/19 01:45:00 AM,47.088,,,,
1065,12/01/19 02:00:00 AM,46.548,,,,
1066,12/01/19 02:15:00 AM,46.188,,,,
1067,12/01/19 02:30:00 AM,46.369,,,,
1068,12/01/19 02:45:00 AM,45.828,,,,
1069,12/01/19 03:00:00 AM,45.828,,,,
1070,12/01/19 03:15:00 AM,46.008,,,,
1071,12/01/19 03:30:00 AM,45.828,,,,
1072,12/01/19 03:45:00 AM,45.828,,,,
1073,12/01/19 04:00:00 AM,46.188,,,,
1074,12/01/19 04:15:00 AM,46.728,,,,
1075,12/01/19 04:30:00 AM,46.908,,,,
1076,12/01/19 04:45:00 AM,46.369,,,,
1077,12/01/19 05:00:00 AM,45.828,,,,
1078,12/01/19 05:15:00 AM,45.828,,,,
1079,12/01/19 05:30:00 AM,45.828,,,,
1080,12/01/19 05:45:00 AM,46.548,,,,
1081,12/01/19 06:00:00 AM,47.088,,,,
1082,12/01/19 06:15:00 AM,47.088,,,,
1083,12/01/19 06:30:00 AM,47.266,,,,
1084,12/01/19 06:45:00 AM,47.266,,,,
1085,12/01/19 07:00:00 AM,47.266,,,,
1086,12/01/19 07:15:00 AM,47.088,,,,
1087,12/01/19 07:30:00 AM,47.266,,,,
1088,12/01/19 07:45:00 AM,48.160,,,,
1089,12/01/19 08:00:00 AM,49.404,,,,
1090,12/01/19 08:15:00 AM,50.643,,,,
1091,12/01/19 08:30:00 AM,51.172,,,,
