"","ID","YEAR","MONTH","ELEMENT","Day","Temperature","DECADE","Date"
"2267","AGM00060515",2015,11,"TMAX",NA,NA,2020,NA
"2268","AGM00060515",2015,12,"TMAX",NA,16,2020,NA
"2269","AGM00060515",2016,1,"TMAX",NA,14.2,2020,NA
"2270","AGM00060515",2016,2,"TMAX",NA,17.7,2020,NA
"2271","AGM00060515",2016,3,"TMAX",NA,NA,2020,NA
"2272","AGM00060515",2016,4,"TMAX",NA,16.5,2020,NA
"2273","AGM00060515",2016,5,"TMAX",NA,29,2020,NA
"2274","AGM00060515",2016,6,"TMAX",NA,34.4,2020,NA
"2275","AGM00060515",1984,3,"TMAX",NA,NA,1980,NA
"2276","AGM00060515",1984,4,"TMAX",NA,22,1980,NA
"2277","AGM00060515",1984,5,"TMAX",NA,32,1980,NA
"2278","AGM00060515",1984,6,"TMAX",NA,26.1,1980,NA
"2279","AGM00060515",1984,7,"TMAX",NA,NA,1980,NA
"2280","AGM00060515",1984,8,"TMAX",NA,NA,1980,NA
"2281","AGM00060515",1984,9,"TMAX",NA,36,1980,NA
"2282","AGM00060515",1984,10,"TMAX",NA,NA,1980,NA
"2283","AGM00060515",1984,11,"TMAX",NA,NA,1980,NA
"2284","AGM00060515",1985,2,"TMAX",NA,NA,1980,NA
"2285","AGM00060515",1985,3,"TMAX",NA,NA,1980,NA
"2286","AGM00060515",1985,4,"TMAX",NA,30.5,1980,NA
"2287","AGM00060515",1985,5,"TMAX",NA,NA,1980,NA
"2288","AGM00060515",1985,6,"TMAX",NA,34.9,1980,NA
"2289","AGM00060515",1985,7,"TMAX",NA,40.5,1980,NA
"2290","AGM00060515",1985,8,"TMAX",NA,36,1980,NA
"2291","AGM00060515",1985,9,"TMAX",NA,NA,1980,NA
"2292","AGM00060515",1985,10,"TMAX",NA,32,1980,NA
"2293","AGM00060515",1985,11,"TMAX",NA,NA,1980,NA
"2294","AGM00060515",1985,12,"TMAX",NA,NA,1980,NA
"2295","AGM00060515",1986,1,"TMAX",NA,NA,1990,NA
"2296","AGM00060515",1986,2,"TMAX",NA,NA,1990,NA
"2297","AGM00060515",1986,3,"TMAX",NA,14.9,1990,NA
"2298","AGM00060515",1986,4,"TMAX",NA,21.8,1990,NA
"2299","AGM00060515",1986,5,"TMAX",NA,31.5,1990,NA
"2300","AGM00060515",1986,6,"TMAX",NA,NA,1990,NA
"2301","AGM00060515",1986,7,"TMAX",NA,NA,1990,NA
"2302","AGM00060515",1986,8,"TMAX",NA,NA,1990,NA
"2303","AGM00060515",1986,10,"TMAX",NA,NA,1990,NA
"2304","AGM00060515",1986,11,"TMAX",NA,NA,1990,NA
"2305","AGM00060515",1986,12,"TMAX",NA,13,1990,NA
"2306","AGM00060515",1987,1,"TMAX",NA,NA,1990,NA
"2307","AGM00060515",1987,2,"TMAX",NA,NA,1990,NA
"2308","AGM00060515",1987,3,"TMAX",NA,NA,1990,NA
"2309","AGM00060515",1987,4,"TMAX",NA,31.7,1990,NA
"2310","AGM00060515",1987,5,"TMAX",NA,NA,1990,NA
"2311","AGM00060515",1987,6,"TMAX",NA,NA,1990,NA
"2312","AGM00060515",1987,7,"TMAX",NA,NA,1990,NA
"2313","AGM00060515",1987,9,"TMAX",NA,NA,1990,NA
"2314","AGM00060515",1987,10,"TMAX",NA,NA,1990,NA
"2315","AGM00060515",1987,11,"TMAX",NA,NA,1990,NA
"2316","AGM00060515",1987,12,"TMAX",NA,18.5,1990,NA
"2317","AGM00060515",1988,1,"TMAX",NA,NA,1990,NA
"2318","AGM00060515",1988,2,"TMAX",NA,10.8,1990,NA
"2319","AGM00060515",1988,3,"TMAX",NA,14.4,1990,NA
"2320","AGM00060515",1988,4,"TMAX",NA,20.5,1990,NA
"2321","AGM00060515",1988,5,"TMAX",NA,30.7,1990,NA
"2322","AGM00060515",1988,6,"TMAX",NA,22,1990,NA
"2323","AGM00060515",1988,7,"TMAX",NA,43.6,1990,NA
"2324","AGM00060515",1988,8,"TMAX",NA,42.9,1990,NA
"2325","AGM00060515",1988,9,"TMAX",NA,NA,1990,NA
"2326","AGM00060515",1988,10,"TMAX",NA,NA,1990,NA
"2327","AGM00060515",1988,11,"TMAX",NA,21.6,1990,NA
"2328","AGM00060515",1988,12,"TMAX",NA,12.1,1990,NA
"2329","AGM00060515",1989,1,"TMAX",NA,13.2,1990,NA
"2330","AGM00060515",1989,2,"TMAX",NA,13.3,1990,NA
"2331","AGM00060515",1989,3,"TMAX",NA,NA,1990,NA
"2332","AGM00060515",1989,4,"TMAX",NA,23.1,1990,NA
"2333","AGM00060515",1989,5,"TMAX",NA,31,1990,NA
"2334","AGM00060515",1989,6,"TMAX",NA,29.5,1990,NA
"2335","AGM00060515",1989,7,"TMAX",NA,42,1990,NA
"2336","AGM00060515",1989,8,"TMAX",NA,43.8,1990,NA
"2337","AGM00060515",1989,9,"TMAX",NA,41.5,1990,NA
"2338","AGM00060515",1989,10,"TMAX",NA,NA,1990,NA
"2339","AGM00060515",1989,11,"TMAX",NA,NA,1990,NA
"2340","AGM00060515",1989,12,"TMAX",NA,16.4,1990,NA
"2341","AGM00060515",1990,1,"TMAX",NA,NA,1990,NA
"2342","AGM00060515",1990,2,"TMAX",NA,NA,1990,NA
"2343","AGM00060515",1990,3,"TMAX",NA,NA,1990,NA
"2344","AGM00060515",1990,4,"TMAX",NA,20,1990,NA
"2345","AGM00060515",1990,5,"TMAX",NA,22.6,1990,NA
"2346","AGM00060515",1990,6,"TMAX",NA,27.8,1990,NA
"2347","AGM00060515",1990,7,"TMAX",NA,35.6,1990,NA
"2348","AGM00060515",1990,8,"TMAX",NA,34.5,1990,NA
"2349","AGM00060515",1990,9,"TMAX",NA,NA,1990,NA
"2350","AGM00060515",1990,10,"TMAX",NA,29.8,1990,NA
"2351","AGM00060515",1990,11,"TMAX",NA,21.6,1990,NA
"2352","AGM00060515",1990,12,"TMAX",NA,12,1990,NA
"2353","AGM00060515",1991,2,"TMAX",NA,18.9,1990,NA
"2354","AGM00060515",1991,3,"TMAX",NA,NA,1990,NA
"2355","AGM00060515",1991,4,"TMAX",NA,18.8,1990,NA
"2356","AGM00060515",1991,5,"TMAX",NA,23,1990,NA
"2357","AGM00060515",1991,6,"TMAX",NA,37.1,1990,NA
"2358","AGM00060515",1991,7,"TMAX",NA,34.5,1990,NA
"2359","AGM00060515",1991,8,"TMAX",NA,39.3,1990,NA
"2360","AGM00060515",1991,9,"TMAX",NA,30.7,1990,NA
"2361","AGM00060515",1991,10,"TMAX",NA,NA,1990,NA
"2362","AGM00060515",1991,11,"TMAX",NA,15.7,1990,NA
"2363","AGM00060515",1992,1,"TMAX",NA,NA,1990,NA
"2364","AGM00060515",1992,2,"TMAX",NA,NA,1990,NA
"2365","AGM00060515",1992,3,"TMAX",NA,16.4,1990,NA
"2366","AGM00060515",1992,4,"TMAX",NA,17.4,1990,NA
"2367","AGM00060515",1992,5,"TMAX",NA,NA,1990,NA
"2368","AGM00060515",1992,6,"TMAX",NA,27.1,1990,NA
"2369","AGM00060515",1992,7,"TMAX",NA,33.6,1990,NA
"2370","AGM00060515",1992,8,"TMAX",NA,37.2,1990,NA
"2371","AGM00060515",1992,9,"TMAX",NA,34.6,1990,NA
"2372","AGM00060515",1992,10,"TMAX",NA,27.6,1990,NA
"2373","AGM00060515",1992,11,"TMAX",NA,NA,1990,NA
"2374","AGM00060515",1993,2,"TMAX",NA,NA,1990,NA
"2375","AGM00060515",1993,3,"TMAX",NA,NA,1990,NA
"2376","AGM00060515",1993,4,"TMAX",NA,27.3,1990,NA
"2377","AGM00060515",1993,5,"TMAX",NA,NA,1990,NA
"2378","AGM00060515",1993,6,"TMAX",NA,33,1990,NA
"2379","AGM00060515",1993,7,"TMAX",NA,38.3,1990,NA
"2380","AGM00060515",1993,8,"TMAX",NA,NA,1990,NA
"2381","AGM00060515",1993,9,"TMAX",NA,37.8,1990,NA
"2382","AGM00060515",1993,10,"TMAX",NA,30.4,1990,NA
"2383","AGM00060515",1993,11,"TMAX",NA,NA,1990,NA
"2384","AGM00060515",1993,12,"TMAX",NA,17.8,1990,NA
"2385","AGM00060515",1994,1,"TMAX",NA,NA,1990,NA
"2386","AGM00060515",1994,3,"TMAX",NA,NA,1990,NA
"2387","AGM00060515",1994,4,"TMAX",NA,24.6,1990,NA
"2388","AGM00060515",1994,5,"TMAX",NA,31.6,1990,NA
"2389","AGM00060515",1994,6,"TMAX",NA,NA,1990,NA
"2390","AGM00060515",1994,7,"TMAX",NA,NA,1990,NA
"2391","AGM00060515",1994,8,"TMAX",NA,40.3,1990,NA
"2392","AGM00060515",1994,9,"TMAX",NA,32.8,1990,NA
"2393","AGM00060515",1994,10,"TMAX",NA,NA,1990,NA
"2394","AGM00060515",1994,11,"TMAX",NA,NA,1990,NA
"2395","AGM00060515",1994,12,"TMAX",NA,16.8,1990,NA
"2396","AGM00060515",1995,1,"TMAX",NA,NA,2000,NA
"2397","AGM00060515",1995,2,"TMAX",NA,NA,2000,NA
"2398","AGM00060515",1995,3,"TMAX",NA,14.7,2000,NA
"2399","AGM00060515",1995,4,"TMAX",NA,NA,2000,NA
"2400","AGM00060515",1995,5,"TMAX",NA,NA,2000,NA
"2401","AGM00060515",1995,6,"TMAX",NA,35.1,2000,NA
"2402","AGM00060515",1995,7,"TMAX",NA,37.5,2000,NA
"2403","AGM00060515",1995,8,"TMAX",NA,NA,2000,NA
"2404","AGM00060515",1995,9,"TMAX",NA,NA,2000,NA
"2405","AGM00060515",1995,10,"TMAX",NA,NA,2000,NA
"2406","AGM00060515",1995,11,"TMAX",NA,18.4,2000,NA
"2407","AGM00060515",1995,12,"TMAX",NA,19,2000,NA
"2408","AGM00060515",1996,1,"TMAX",NA,NA,2000,NA
"2409","AGM00060515",1996,2,"TMAX",NA,NA,2000,NA
"2410","AGM00060515",1996,3,"TMAX",NA,12.5,2000,NA
"2411","AGM00060515",1996,4,"TMAX",NA,NA,2000,NA
"2412","AGM00060515",1996,5,"TMAX",NA,28.1,2000,NA
"2413","AGM00060515",1996,6,"TMAX",NA,29.4,2000,NA
"2414","AGM00060515",1996,7,"TMAX",NA,45,2000,NA
"2415","AGM00060515",1996,8,"TMAX",NA,NA,2000,NA
"2416","AGM00060515",1996,9,"TMAX",NA,NA,2000,NA
"2417","AGM00060515",1996,10,"TMAX",NA,22.7,2000,NA
"2418","AGM00060515",1996,11,"TMAX",NA,NA,2000,NA
"2419","AGM00060515",1996,12,"TMAX",NA,NA,2000,NA
"2420","AGM00060515",1997,1,"TMAX",NA,NA,2000,NA
"2421","AGM00060515",1997,2,"TMAX",NA,NA,2000,NA
"2422","AGM00060515",1997,3,"TMAX",NA,21.3,2000,NA
"2423","AGM00060515",1997,4,"TMAX",NA,NA,2000,NA
"2424","AGM00060515",1997,5,"TMAX",NA,NA,2000,NA
"2425","AGM00060515",1997,6,"TMAX",NA,38.6,2000,NA
"2426","AGM00060515",1997,7,"TMAX",NA,38.1,2000,NA
"2427","AGM00060515",1997,8,"TMAX",NA,39.1,2000,NA
"2428","AGM00060515",1997,9,"TMAX",NA,31.9,2000,NA
"2429","AGM00060515",1997,10,"TMAX",NA,NA,2000,NA
"2430","AGM00060515",1997,11,"TMAX",NA,NA,2000,NA
"2431","AGM00060515",1997,12,"TMAX",NA,15.9,2000,NA
"2432","AGM00060515",1998,1,"TMAX",NA,NA,2000,NA
"2433","AGM00060515",1998,2,"TMAX",NA,17.1,2000,NA
"2434","AGM00060515",1998,3,"TMAX",NA,NA,2000,NA
"2435","AGM00060515",1998,4,"TMAX",NA,NA,2000,NA
"2436","AGM00060515",1998,5,"TMAX",NA,24,2000,NA
"2437","AGM00060515",1998,6,"TMAX",NA,31.5,2000,NA
"2438","AGM00060515",1998,7,"TMAX",NA,NA,2000,NA
"2439","AGM00060515",1998,8,"TMAX",NA,35,2000,NA
"2440","AGM00060515",1998,9,"TMAX",NA,39.4,2000,NA
"2441","AGM00060515",1998,10,"TMAX",NA,20.8,2000,NA
"2442","AGM00060515",1998,11,"TMAX",NA,NA,2000,NA
"2443","AGM00060515",1998,12,"TMAX",NA,13.5,2000,NA
"2444","AGM00060515",1999,1,"TMAX",NA,NA,2000,NA
"2445","AGM00060515",1999,2,"TMAX",NA,15.9,2000,NA
"2446","AGM00060515",1999,3,"TMAX",NA,16.5,2000,NA
"2447","AGM00060515",1999,4,"TMAX",NA,28.2,2000,NA
"2448","AGM00060515",1999,5,"TMAX",NA,NA,2000,NA
"2449","AGM00060515",1999,6,"TMAX",NA,34.3,2000,NA
"2450","AGM00060515",1999,7,"TMAX",NA,38.2,2000,NA
"2451","AGM00060515",1999,8,"TMAX",NA,44.6,2000,NA
"2452","AGM00060515",1999,9,"TMAX",NA,NA,2000,NA
"2453","AGM00060515",1999,10,"TMAX",NA,25,2000,NA
"2454","AGM00060515",1999,11,"TMAX",NA,NA,2000,NA
"2455","AGM00060515",1999,12,"TMAX",NA,13.6,2000,NA
"2456","AGM00060515",2000,1,"TMAX",NA,12.4,2000,NA
"2457","AGM00060515",2000,2,"TMAX",NA,19.7,2000,NA
"2458","AGM00060515",2000,3,"TMAX",NA,20.5,2000,NA
"2459","AGM00060515",2000,4,"TMAX",NA,28.9,2000,NA
"2460","AGM00060515",2000,5,"TMAX",NA,NA,2000,NA
"2461","AGM00060515",2000,6,"TMAX",NA,NA,2000,NA
"2462","AGM00060515",2000,7,"TMAX",NA,41.7,2000,NA
"2463","AGM00060515",2000,8,"TMAX",NA,30.2,2000,NA
"2464","AGM00060515",2000,9,"TMAX",NA,32.5,2000,NA
"2465","AGM00060515",2000,10,"TMAX",NA,NA,2000,NA
"2466","AGM00060515",2000,11,"TMAX",NA,18,2000,NA
"2467","AGM00060515",2000,12,"TMAX",NA,17.5,2000,NA
"2468","AGM00060515",2001,1,"TMAX",NA,16.3,2000,NA
"2469","AGM00060515",2001,2,"TMAX",NA,NA,2000,NA
"2470","AGM00060515",2001,3,"TMAX",NA,NA,2000,NA
"2471","AGM00060515",2001,4,"TMAX",NA,28,2000,NA
"2472","AGM00060515",2001,5,"TMAX",NA,NA,2000,NA
"2473","AGM00060515",2001,6,"TMAX",NA,37.5,2000,NA
"2474","AGM00060515",2001,7,"TMAX",NA,40,2000,NA
"2475","AGM00060515",2001,8,"TMAX",NA,37,2000,NA
"2476","AGM00060515",2001,9,"TMAX",NA,31.1,2000,NA
"2477","AGM00060515",2001,10,"TMAX",NA,29.5,2000,NA
"2478","AGM00060515",2001,11,"TMAX",NA,NA,2000,NA
"2479","AGM00060515",2001,12,"TMAX",NA,NA,2000,NA
"2480","AGM00060515",2002,1,"TMAX",NA,NA,2000,NA
"2481","AGM00060515",2002,2,"TMAX",NA,11.5,2000,NA
"2482","AGM00060515",2002,3,"TMAX",NA,15.7,2000,NA
"2483","AGM00060515",2002,4,"TMAX",NA,29.6,2000,NA
"2484","AGM00060515",2002,5,"TMAX",NA,27,2000,NA
"2485","AGM00060515",2002,6,"TMAX",NA,NA,2000,NA
"2486","AGM00060515",2002,7,"TMAX",NA,42.4,2000,NA
"2487","AGM00060515",2002,8,"TMAX",NA,38.2,2000,NA
"2488","AGM00060515",2002,9,"TMAX",NA,32.2,2000,NA
"2489","AGM00060515",2002,10,"TMAX",NA,NA,2000,NA
"2490","AGM00060515",2002,11,"TMAX",NA,14.4,2000,NA
"2491","AGM00060515",2002,12,"TMAX",NA,13.2,2000,NA
"2492","AGM00060515",2003,1,"TMAX",NA,NA,2000,NA
"2493","AGM00060515",2003,2,"TMAX",NA,12.2,2000,NA
"2494","AGM00060515",2003,3,"TMAX",NA,20.1,2000,NA
"2495","AGM00060515",2003,4,"TMAX",NA,NA,2000,NA
"2496","AGM00060515",2003,5,"TMAX",NA,NA,2000,NA
"2497","AGM00060515",2003,6,"TMAX",NA,NA,2000,NA
"2498","AGM00060515",2003,7,"TMAX",NA,41.6,2000,NA
"2499","AGM00060515",2003,8,"TMAX",NA,38.7,2000,NA
"2500","AGM00060515",2003,9,"TMAX",NA,35.1,2000,NA
"2501","AGM00060515",2003,10,"TMAX",NA,NA,2000,NA
"2502","AGM00060515",2003,11,"TMAX",NA,21.4,2000,NA
"2503","AGM00060515",2003,12,"TMAX",NA,NA,2000,NA
"2504","AGM00060515",2004,1,"TMAX",NA,NA,2000,NA
"2505","AGM00060515",2004,2,"TMAX",NA,NA,2000,NA
"2506","AGM00060515",2004,3,"TMAX",NA,NA,2000,NA
"2507","AGM00060515",2004,4,"TMAX",NA,28.2,2000,NA
"2508","AGM00060515",2004,5,"TMAX",NA,24.3,2000,NA
"2509","AGM00060515",2004,6,"TMAX",NA,35.1,2000,NA
"2510","AGM00060515",2004,7,"TMAX",NA,41.5,2000,NA
"2511","AGM00060515",2004,8,"TMAX",NA,39.6,2000,NA
"2512","AGM00060515",2004,9,"TMAX",NA,33,2000,NA
"2513","AGM00060515",2004,10,"TMAX",NA,NA,2000,NA
"2514","AGM00060515",2004,11,"TMAX",NA,25.2,2000,NA
"2515","AGM00060515",2004,12,"TMAX",NA,18,2000,NA
"2516","AGM00060515",2005,1,"TMAX",NA,13.1,2000,NA
"2517","AGM00060515",2005,2,"TMAX",NA,14.2,2000,NA
"2518","AGM00060515",2005,3,"TMAX",NA,12.4,2000,NA
"2519","AGM00060515",2005,4,"TMAX",NA,28.4,2000,NA
"2520","AGM00060515",2005,5,"TMAX",NA,NA,2000,NA
"2521","AGM00060515",2005,6,"TMAX",NA,36.3,2000,NA
"2522","AGM00060515",2005,7,"TMAX",NA,NA,2000,NA
"2523","AGM00060515",2005,8,"TMAX",NA,40.4,2000,NA
"2524","AGM00060515",2005,9,"TMAX",NA,31.8,2000,NA
"2525","AGM00060515",2005,10,"TMAX",NA,27.8,2000,NA
"2526","AGM00060515",2005,11,"TMAX",NA,NA,2000,NA
"2527","AGM00060515",2005,12,"TMAX",NA,NA,2000,NA
"2528","AGM00060515",2006,1,"TMAX",NA,10.5,2010,NA
"2529","AGM00060515",2006,2,"TMAX",NA,NA,2010,NA
"2530","AGM00060515",2006,3,"TMAX",NA,14.6,2010,NA
"2531","AGM00060515",2006,4,"TMAX",NA,25.7,2010,NA
"2532","AGM00060515",2006,5,"TMAX",NA,NA,2010,NA
"2533","AGM00060515",2006,6,"TMAX",NA,35.4,2010,NA
"2534","AGM00060515",2006,7,"TMAX",NA,39.1,2010,NA
"2535","AGM00060515",2006,8,"TMAX",NA,37,2010,NA
"2536","AGM00060515",2006,9,"TMAX",NA,33.1,2010,NA
"2537","AGM00060515",2006,10,"TMAX",NA,27,2010,NA
"2538","AGM00060515",2006,11,"TMAX",NA,20.8,2010,NA
"2539","AGM00060515",2006,12,"TMAX",NA,15.5,2010,NA
"2540","AGM00060515",2007,1,"TMAX",NA,14.5,2010,NA
"2541","AGM00060515",2007,2,"TMAX",NA,15.4,2010,NA
"2542","AGM00060515",2007,3,"TMAX",NA,21.2,2010,NA
"2543","AGM00060515",2007,4,"TMAX",NA,NA,2010,NA
"2544","AGM00060515",2007,5,"TMAX",NA,23.1,2010,NA
"2545","AGM00060515",2007,6,"TMAX",NA,36.2,2010,NA
"2546","AGM00060515",2007,7,"TMAX",NA,39.5,2010,NA
"2547","AGM00060515",2007,8,"TMAX",NA,40.9,2010,NA
"2548","AGM00060515",2007,9,"TMAX",NA,32.6,2010,NA
"2549","AGM00060515",2007,10,"TMAX",NA,28,2010,NA
"2550","AGM00060515",2007,11,"TMAX",NA,NA,2010,NA
"2551","AGM00060515",2007,12,"TMAX",NA,18.2,2010,NA
"2552","AGM00060515",2008,1,"TMAX",NA,18.6,2010,NA
"2553","AGM00060515",2008,2,"TMAX",NA,20.5,2010,NA
"2554","AGM00060515",2008,3,"TMAX",NA,10.7,2010,NA
"2555","AGM00060515",2008,4,"TMAX",NA,29,2010,NA
"2556","AGM00060515",2008,5,"TMAX",NA,29.6,2010,NA
"2557","AGM00060515",2008,6,"TMAX",NA,31.4,2010,NA
"2558","AGM00060515",2008,7,"TMAX",NA,45,2010,NA
"2559","AGM00060515",2008,8,"TMAX",NA,42.8,2010,NA
"2560","AGM00060515",2008,9,"TMAX",NA,39,2010,NA
"2561","AGM00060515",2008,10,"TMAX",NA,29.6,2010,NA
"2562","AGM00060515",2008,11,"TMAX",NA,18,2010,NA
"2563","AGM00060515",2008,12,"TMAX",NA,15.9,2010,NA
"2564","AGM00060515",2009,1,"TMAX",NA,9.1,2010,NA
"2565","AGM00060515",2009,2,"TMAX",NA,21.5,2010,NA
"2566","AGM00060515",2009,3,"TMAX",NA,15,2010,NA
"2567","AGM00060515",2009,4,"TMAX",NA,24.4,2010,NA
"2568","AGM00060515",2009,5,"TMAX",NA,27,2010,NA
"2569","AGM00060515",2009,6,"TMAX",NA,33.4,2010,NA
"2570","AGM00060515",2009,7,"TMAX",NA,40,2010,NA
"2571","AGM00060515",2009,8,"TMAX",NA,41.8,2010,NA
"2572","AGM00060515",2009,9,"TMAX",NA,34,2010,NA
"2573","AGM00060515",2009,10,"TMAX",NA,NA,2010,NA
"2574","AGM00060515",2009,11,"TMAX",NA,NA,2010,NA
"2575","AGM00060515",2009,12,"TMAX",NA,16.5,2010,NA
"2576","AGM00060515",2010,1,"TMAX",NA,NA,2010,NA
"2577","AGM00060515",2010,2,"TMAX",NA,25.4,2010,NA
"2578","AGM00060515",2010,3,"TMAX",NA,14.5,2010,NA
"2579","AGM00060515",2010,4,"TMAX",NA,25,2010,NA
"2580","AGM00060515",2010,5,"TMAX",NA,NA,2010,NA
"2581","AGM00060515",2010,6,"TMAX",NA,37,2010,NA
"2582","AGM00060515",2010,7,"TMAX",NA,38.8,2010,NA
"2583","AGM00060515",2010,8,"TMAX",NA,41.5,2010,NA
"2584","AGM00060515",2010,9,"TMAX",NA,37.2,2010,NA
"2585","AGM00060515",2010,10,"TMAX",NA,34.9,2010,NA
"2586","AGM00060515",2010,11,"TMAX",NA,21.2,2010,NA
"2587","AGM00060515",2010,12,"TMAX",NA,19.1,2010,NA
"2588","AGM00060515",2011,1,"TMAX",NA,17,2010,NA
"2589","AGM00060515",2011,2,"TMAX",NA,16.5,2010,NA
"2590","AGM00060515",2011,3,"TMAX",NA,23.1,2010,NA
"2591","AGM00060515",2011,4,"TMAX",NA,NA,2010,NA
"2592","AGM00060515",2011,5,"TMAX",NA,30.2,2010,NA
"2593","AGM00060515",2011,6,"TMAX",NA,29,2010,NA
"2594","AGM00060515",2011,7,"TMAX",NA,39.4,2010,NA
"2595","AGM00060515",2011,8,"TMAX",NA,42.6,2010,NA
"2596","AGM00060515",2011,9,"TMAX",NA,35.2,2010,NA
"2597","AGM00060515",2011,10,"TMAX",NA,28.6,2010,NA
"2598","AGM00060515",2011,11,"TMAX",NA,NA,2010,NA
"2599","AGM00060515",2011,12,"TMAX",NA,19,2010,NA
"2600","AGM00060515",2012,1,"TMAX",NA,14.1,2010,NA
"2601","AGM00060515",2012,2,"TMAX",NA,NA,2010,NA
"2602","AGM00060515",2012,3,"TMAX",NA,13.7,2010,NA
"2603","AGM00060515",2012,4,"TMAX",NA,21.2,2010,NA
"2604","AGM00060515",2012,5,"TMAX",NA,NA,2010,NA
"2605","AGM00060515",2012,6,"TMAX",NA,41.5,2010,NA
"2606","AGM00060515",2012,7,"TMAX",NA,45,2010,NA
"2607","AGM00060515",2012,8,"TMAX",NA,43.8,2010,NA
"2608","AGM00060515",2012,9,"TMAX",NA,35.2,2010,NA
"2609","AGM00060515",2012,10,"TMAX",NA,35.5,2010,NA
"2610","AGM00060515",2012,11,"TMAX",NA,NA,2010,NA
"2611","AGM00060515",2012,12,"TMAX",NA,NA,2010,NA
"2612","AGM00060515",2013,1,"TMAX",NA,19,2010,NA
"2613","AGM00060515",2013,2,"TMAX",NA,10.6,2010,NA
"2614","AGM00060515",2013,3,"TMAX",NA,24.5,2010,NA
"2615","AGM00060515",2013,4,"TMAX",NA,NA,2010,NA
"2616","AGM00060515",2013,5,"TMAX",NA,28.4,2010,NA
"2617","AGM00060515",2013,6,"TMAX",NA,NA,2010,NA
"2618","AGM00060515",2013,7,"TMAX",NA,36.4,2010,NA
"2619","AGM00060515",2013,8,"TMAX",NA,41.4,2010,NA
"2620","AGM00060515",2013,9,"TMAX",NA,38.6,2010,NA
"2621","AGM00060515",2013,10,"TMAX",NA,28.6,2010,NA
"2622","AGM00060515",2013,11,"TMAX",NA,25.6,2010,NA
"2623","AGM00060515",2013,12,"TMAX",NA,16.2,2010,NA
"2624","AGM00060515",2014,1,"TMAX",NA,NA,2010,NA
"2625","AGM00060515",2014,2,"TMAX",NA,18.5,2010,NA
"2626","AGM00060515",2014,3,"TMAX",NA,15.4,2010,NA
"2627","AGM00060515",2014,4,"TMAX",NA,26,2010,NA
"2628","AGM00060515",2014,5,"TMAX",NA,34.6,2010,NA
"2629","AGM00060515",2014,6,"TMAX",NA,NA,2010,NA
"2630","AGM00060515",2014,7,"TMAX",NA,37.4,2010,NA
"2631","AGM00060515",2014,8,"TMAX",NA,NA,2010,NA
"2632","AGM00060515",2014,9,"TMAX",NA,NA,2010,NA
"2633","AGM00060515",2014,10,"TMAX",NA,33.2,2010,NA
"2634","AGM00060515",2014,11,"TMAX",NA,18.2,2010,NA
"2635","AGM00060515",2014,12,"TMAX",NA,12.1,2010,NA
"2636","AGM00060515",2015,1,"TMAX",NA,14.6,2020,NA
"2637","AGM00060515",2015,2,"TMAX",NA,9.4,2020,NA
"2638","AGM00060515",2015,3,"TMAX",NA,NA,2020,NA
"2639","AGM00060515",2015,4,"TMAX",NA,21.1,2020,NA
"2640","AGM00060515",2015,5,"TMAX",NA,NA,2020,NA
"2641","AGM00060515",2015,6,"TMAX",NA,35.5,2020,NA
"2642","AGM00060515",2015,7,"TMAX",NA,NA,2020,NA
"2643","AGM00060515",2015,8,"TMAX",NA,41.2,2020,NA
"2644","AGM00060515",2015,9,"TMAX",NA,NA,2020,NA
"2645","AGM00060515",2015,10,"TMAX",NA,30.1,2020,NA
"2646","AGM00060515",2015,11,"TMAX",NA,NA,2020,NA
"2647","AGM00060515",2015,12,"TMAX",NA,16.4,2020,NA
"2648","AGM00060515",2016,1,"TMAX",NA,20.4,2020,NA
"2649","AGM00060515",2016,2,"TMAX",NA,18.6,2020,NA
"2650","AGM00060515",2016,3,"TMAX",NA,NA,2020,NA
"2651","AGM00060515",2016,4,"TMAX",NA,16.7,2020,NA
"2652","AGM00060515",2016,5,"TMAX",NA,22.2,2020,NA
"2653","AGM00060515",2016,6,"TMAX",NA,37,2020,NA
"2654","AGM00060515",1984,3,"TMAX",NA,NA,1980,NA
"2655","AGM00060515",1984,4,"TMAX",NA,24,1980,NA
"2656","AGM00060515",1984,5,"TMAX",NA,NA,1980,NA
"2657","AGM00060515",1984,6,"TMAX",NA,NA,1980,NA
"2658","AGM00060515",1984,7,"TMAX",NA,NA,1980,NA
"2659","AGM00060515",1984,8,"TMAX",NA,NA,1980,NA
"2660","AGM00060515",1984,9,"TMAX",NA,NA,1980,NA
"2661","AGM00060515",1984,10,"TMAX",NA,NA,1980,NA
"2662","AGM00060515",1984,11,"TMAX",NA,27.8,1980,NA
"2663","AGM00060515",1985,2,"TMAX",NA,NA,1980,NA
"2664","AGM00060515",1985,3,"TMAX",NA,NA,1980,NA
"2665","AGM00060515",1985,4,"TMAX",NA,35.4,1980,NA
"2666","AGM00060515",1985,5,"TMAX",NA,19,1980,NA
"2667","AGM00060515",1985,6,"TMAX",NA,35.4,1980,NA
"2668","AGM00060515",1985,7,"TMAX",NA,NA,1980,NA
"2669","AGM00060515",1985,8,"TMAX",NA,36.3,1980,NA
"2670","AGM00060515",1985,9,"TMAX",NA,NA,1980,NA
"2671","AGM00060515",1985,10,"TMAX",NA,32,1980,NA
