STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,MDPR,DAPR,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480105,-9999,-9999,0,-9999,-9999,70,50,59
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480106,-9999,-9999,0,-9999,-9999,74,45,65
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480107,-9999,-9999,0,-9999,-9999,74,45,66
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480108,-9999,-9999,0,-9999,-9999,78,49,70
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480109,-9999,-9999,0,-9999,-9999,82,54,72
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480110,-9999,-9999,0,-9999,-9999,77,54,70
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480111,-9999,-9999,0,-9999,-9999,75,56,68
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480112,-9999,-9999,0.23,-9999,-9999,76,57,71
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480113,-9999,-9999,0.15,-9999,-9999,76,64,71
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480114,-9999,-9999,0.22,-9999,-9999,71,47,48
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480115,-9999,-9999,0,-9999,-9999,51,32,48
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480116,-9999,-9999,0,-9999,-9999,69,37,65
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480117,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480118,-9999,-9999,0,-9999,-9999,77,54,69
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480119,-9999,-9999,0,-9999,-9999,74,49,70
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480120,-9999,-9999,0.16,-9999,-9999,75,59,70
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480121,-9999,-9999,0.31,-9999,-9999,73,67,69
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480122,-9999,-9999,0,-9999,-9999,75,55,65
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480123,-9999,-9999,0.03,-9999,-9999,75,57,70
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480124,-9999,-9999,0.61,-9999,-9999,76,58,68
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480125,-9999,-9999,0,-9999,-9999,77,60,64
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480126,-9999,-9999,0,-9999,-9999,76,59,73
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480127,-9999,-9999,0,-9999,-9999,84,64,76
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480128,-9999,-9999,0,-9999,-9999,83,64,74
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480129,-9999,-9999,0,-9999,-9999,84,64,71
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480130,-9999,-9999,0,-9999,-9999,83,63,75
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480131,-9999,-9999,0.01,-9999,-9999,80,64,70
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480201,-9999,-9999,0,-9999,-9999,70,49,61
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480202,-9999,-9999,0,-9999,-9999,74,44,68
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480203,-9999,-9999,0,-9999,-9999,75,55,70
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480204,-9999,-9999,0,-9999,-9999,80,55,71
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480205,-9999,-9999,0,-9999,-9999,83,57,73
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480206,-9999,-9999,0,-9999,-9999,82,57,74
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480207,-9999,-9999,0,-9999,-9999,83,58,73
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480208,-9999,-9999,0,-9999,-9999,84,59,72
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480209,-9999,-9999,0,-9999,-9999,83,59,75
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480210,-9999,-9999,0.03,-9999,-9999,81,67,76
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480211,-9999,-9999,0,-9999,-9999,85,61,79
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480212,-9999,-9999,0,-9999,-9999,86,67,79
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480213,-9999,-9999,0,-9999,-9999,86,66,77
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480214,-9999,-9999,0,-9999,-9999,85,64,75
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480215,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480216,-9999,-9999,0,-9999,-9999,86,61,78
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480217,-9999,-9999,0.07,-9999,-9999,84,64,69
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480218,-9999,-9999,0,-9999,-9999,82,62,77
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480219,-9999,-9999,0,-9999,-9999,82,58,74
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480220,-9999,-9999,0,-9999,-9999,82,58,73
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480221,-9999,-9999,0,-9999,-9999,83,57,75
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480222,-9999,-9999,0,-9999,-9999,84,57,75
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480223,-9999,-9999,0,-9999,-9999,85,61,75
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480224,-9999,-9999,0.04,-9999,-9999,82,64,76
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480225,-9999,-9999,0,-9999,-9999,79,63,74
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480226,-9999,-9999,0,-9999,-9999,84,59,74
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480227,-9999,-9999,0,-9999,-9999,85,61,76
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480228,-9999,-9999,0,-9999,-9999,86,62,75
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480229,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480301,-9999,-9999,0,-9999,-9999,87,62,79
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480302,-9999,-9999,0,-9999,-9999,86,64,79
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480303,-9999,-9999,0,-9999,-9999,87,69,79
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480304,-9999,-9999,0,-9999,-9999,88,67,80
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480305,-9999,-9999,0,-9999,-9999,88,68,73
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480306,-9999,-9999,0,-9999,-9999,86,68,75
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480307,-9999,-9999,0,-9999,-9999,83,68,77
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480308,-9999,-9999,0,-9999,-9999,88,70,79
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480309,-9999,-9999,0,-9999,-9999,86,68,79
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480310,-9999,-9999,0,-9999,-9999,87,72,-9999
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480311,-9999,-9999,0,-9999,-9999,86,73,-9999
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480312,-9999,-9999,0,-9999,-9999,89,70,-9999
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480313,-9999,-9999,0,-9999,-9999,83,62,-9999
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480314,-9999,-9999,0,-9999,-9999,84,56,-9999
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480315,-9999,-9999,0,-9999,-9999,85,60,78
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480316,-9999,-9999,0,-9999,-9999,88,64,80
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480317,-9999,-9999,0,-9999,-9999,88,67,80
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480318,-9999,-9999,0.14,-9999,-9999,87,65,80
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480319,-9999,-9999,0,-9999,-9999,87,65,80
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480320,-9999,-9999,0,-9999,-9999,89,67,80
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480321,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480322,-9999,-9999,0,-9999,-9999,88,66,80
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480323,-9999,-9999,0,-9999,-9999,87,67,79
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480324,-9999,-9999,0,-9999,-9999,87,73,80
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480325,-9999,-9999,0,-9999,-9999,90,63,80
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480326,-9999,-9999,0,-9999,-9999,91,65,80
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480327,-9999,-9999,0,-9999,-9999,89,67,80
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480328,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480329,-9999,-9999,0.05,-9999,-9999,80,56,70
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480330,-9999,-9999,0,-9999,-9999,86,55,78
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480331,-9999,-9999,0,-9999,-9999,87,65,81
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480401,-9999,-9999,0,-9999,-9999,87,75,82
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480402,-9999,-9999,0,-9999,-9999,89,76,81
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480403,-9999,-9999,0,-9999,-9999,88,70,80
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480404,-9999,-9999,0.02,-9999,-9999,86,68,78
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480405,-9999,-9999,0,-9999,-9999,86,65,78
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480406,-9999,-9999,0,-9999,-9999,90,63,81
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480407,-9999,-9999,0,-9999,-9999,89,64,82
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480408,-9999,-9999,0,-9999,-9999,88,64,80
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480409,-9999,-9999,0,-9999,-9999,89,64,81
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480410,-9999,-9999,0.22,-9999,-9999,88,65,79
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480411,-9999,-9999,0.83,-9999,-9999,88,65,79
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480412,-9999,-9999,0,-9999,-9999,89,65,81
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480413,-9999,-9999,0,-9999,-9999,90,68,84
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480414,-9999,-9999,0,-9999,-9999,88,67,79
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480415,-9999,-9999,0,-9999,-9999,86,67,81
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480416,-9999,-9999,0.01,-9999,-9999,87,64,82
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480417,-9999,-9999,0,-9999,-9999,88,65,80
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480418,-9999,-9999,0,-9999,-9999,88,63,78
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480419,-9999,-9999,0,-9999,-9999,88,63,78
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480420,-9999,-9999,0,-9999,-9999,86,60,70
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480421,-9999,-9999,0.04,-9999,-9999,88,55,73
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480422,-9999,-9999,0,-9999,-9999,88,60,79
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480423,-9999,-9999,0,-9999,-9999,89,62,80
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480424,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480425,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480426,-9999,-9999,1.52,-9999,-9999,87,60,75
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480427,-9999,-9999,0.09,-9999,-9999,84,65,79
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480428,-9999,-9999,0,-9999,-9999,86,65,81
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480429,-9999,-9999,0,-9999,-9999,86,71,78
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480430,-9999,-9999,0,-9999,-9999,86,59,79
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480501,-9999,-9999,0,-9999,-9999,85,62,77
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480502,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480503,-9999,-9999,0,-9999,-9999,90,63,83
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480504,-9999,-9999,0,-9999,-9999,89,70,84
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480505,-9999,-9999,0,-9999,-9999,90,69,83
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480506,-9999,-9999,0,-9999,-9999,90,69,83
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480507,-9999,-9999,0,-9999,-9999,89,76,79
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480508,-9999,-9999,0,-9999,-9999,92,65,80
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480509,-9999,-9999,0.56,-9999,-9999,88,66,78
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480510,-9999,-9999,0.22,-9999,-9999,85,67,79
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480511,-9999,-9999,0,-9999,-9999,85,66,80
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480512,-9999,-9999,0,-9999,-9999,89,69,82
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480513,-9999,-9999,0,-9999,-9999,90,67,85
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480514,-9999,-9999,0.83,-9999,-9999,88,68,84
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480515,-9999,-9999,0,-9999,-9999,89,68,83
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480516,-9999,-9999,1.28,-9999,-9999,90,68,83
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480517,-9999,-9999,0,-9999,-9999,90,70,84
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480518,-9999,-9999,0.08,-9999,-9999,87,71,80
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480519,-9999,-9999,0.2,-9999,-9999,80,70,75
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480520,-9999,-9999,0.01,-9999,-9999,87,65,82
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480521,-9999,-9999,0,-9999,-9999,87,62,80
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480522,-9999,-9999,0.01,-9999,-9999,88,67,79
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480523,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480524,-9999,-9999,0,-9999,-9999,90,66,84
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480525,-9999,-9999,0,-9999,-9999,90,69,85
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480526,-9999,-9999,0,-9999,-9999,90,69,85
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480527,-9999,-9999,0.22,-9999,-9999,91,69,85
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480528,-9999,-9999,0,-9999,-9999,88,67,84
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480529,-9999,-9999,0.04,-9999,-9999,89,69,83
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480530,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480531,-9999,-9999,0,-9999,-9999,90,68,85
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480601,-9999,-9999,0,-9999,-9999,89,68,83
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480602,-9999,-9999,0,-9999,-9999,92,68,84
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480603,-9999,-9999,0,-9999,-9999,90,66,82
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480604,-9999,-9999,0,-9999,-9999,91,65,83
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480605,-9999,-9999,0,-9999,-9999,91,68,84
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480606,-9999,-9999,0,-9999,-9999,95,68,83
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480607,-9999,-9999,0.15,-9999,-9999,91,68,85
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480608,-9999,-9999,0,-9999,-9999,91,70,85
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480609,-9999,-9999,0,-9999,-9999,92,70,84
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480610,-9999,-9999,0,-9999,-9999,92,73,85
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480611,-9999,-9999,0,-9999,-9999,94,69,87
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480612,-9999,-9999,0.2,-9999,-9999,87,72,79
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480613,-9999,-9999,1.96,-9999,-9999,83,70,77
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480614,-9999,-9999,0.04,-9999,-9999,88,72,84
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480615,-9999,-9999,0,-9999,-9999,92,71,85
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480616,-9999,-9999,0,-9999,-9999,93,71,83
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480617,-9999,-9999,0,-9999,-9999,93,71,86
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480618,-9999,-9999,0,-9999,-9999,94,73,87
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480619,-9999,-9999,0,-9999,-9999,95,72,85
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480620,-9999,-9999,0.1,-9999,-9999,93,71,77
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480621,-9999,-9999,0.11,-9999,-9999,90,70,85
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480622,-9999,-9999,0,-9999,-9999,94,73,88
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480623,-9999,-9999,0,-9999,-9999,93,69,82
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480624,-9999,-9999,0.02,-9999,-9999,93,71,87
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480625,-9999,-9999,0,-9999,-9999,97,71,87
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480626,-9999,-9999,0.01,-9999,-9999,95,73,82
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480627,-9999,-9999,0,-9999,-9999,97,73,89
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480628,-9999,-9999,1,-9999,-9999,94,73,79
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480629,-9999,-9999,0.03,-9999,-9999,93,74,84
GHCND:USC00082850,EVERGLADES FL US,0.9,25.85,-81.383333,19480630,-9999,-9999,0.4,-9999,-9999,92,74,83
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480701,-9999,-9999,0.03,0,0,90,73,77
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480702,-9999,-9999,0.03,0,0,95,70,84
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480703,-9999,-9999,1.88,0,0,92,71,75
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480704,-9999,-9999,0.78,0,0,90,73,77
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480705,-9999,-9999,0.06,0,0,89,71,76
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480706,-9999,-9999,0,0,0,90,71,84
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480707,-9999,-9999,0.42,0,0,90,76,80
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480708,-9999,-9999,0.13,0,0,92,72,78
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480709,-9999,-9999,0.12,0,0,92,72,74
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480710,-9999,-9999,0.04,0,0,93,71,83
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480711,-9999,-9999,0.13,0,0,92,74,83
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480712,-9999,-9999,0.06,0,0,91,75,76
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480713,-9999,-9999,0.15,0,0,94,73,77
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480714,-9999,-9999,1.6,0,0,91,71,74
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480715,-9999,-9999,0.04,0,0,93,72,87
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480716,-9999,-9999,0.65,0,0,94,72,76
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480717,-9999,-9999,0,0,0,-9999,-9999,-9999
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480718,-9999,-9999,0,0,0,-9999,-9999,-9999
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480719,-9999,-9999,1.23,0,0,92,71,81
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480720,-9999,-9999,0.04,0,0,93,75,78
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480721,-9999,-9999,0,0,0,92,76,76
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480722,-9999,-9999,2.12,0,0,94,74,83
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480723,-9999,-9999,0.7,0,0,89,73,81
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480724,-9999,-9999,1.44,0,0,89,72,82
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480725,-9999,-9999,0,0,0,89,71,80
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480726,-9999,-9999,0,0,0,92,71,84
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480727,-9999,-9999,0,0,0,93,74,83
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480728,-9999,-9999,0.62,0,0,89,69,82
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480729,-9999,-9999,0,0,0,88,71,82
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480730,-9999,-9999,0,0,0,91,72,86
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480731,-9999,-9999,0.21,0,0,90,76,80
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480801,-9999,-9999,0.81,0,0,90,71,78
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480802,-9999,-9999,1.48,0,0,88,72,78
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480803,-9999,-9999,0,0,0,91,74,85
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480804,-9999,-9999,0,0,0,92,73,84
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480805,-9999,-9999,0,0,0,92,70,72
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480806,-9999,-9999,0.83,0,0,93,72,88
GHCND:USC00082850,EVERGLADES FL US,1.8,25.85,-81.38333,19480807,-9999,-9999,0,0,0,92,74,86
